Company,Country,public website
Capital Oil Supplies Limited,Ireland,http://www.capitaloil.com
The Blarney Woollen Mills Group Limited,Ireland,http://www.blarney.com
Bestseller Wholesale (Ireland) Limited,Ireland,http://www.bestseller.com
Stafford Lynch Limited,Ireland,http://www.staffordlynch.ie/
Bhj Holdings Limited,Ireland, 
Salamand Overseas Limited,Ireland, 
Leefield Limited,Ireland,http://supervalu.ie/
Eddie Rockets (Ireland) Limited,Ireland,http://www.eddierockets.ie
John Rushe (Holdings) Limited,Ireland, 
Noyeks Limited,Ireland,http://www.noyeks.ie
Galway Turkeys Limited,Ireland,http://www.cfp.ie/
Advance Tyre Company Limited,Ireland,http://advancepitstop.com
Cash & Carry Kitchens Limited,Ireland,http://www.cashandcarrykitchens.ie/
Roll Up Limited,Ireland,http://www.mvihazel.com/
Dubarry Shoes Limited,Ireland,http://www.dubarry.ie/
Horgans Delicatessen Supplies Limited,Ireland,http://www.horgans.com
Carrigaline's Heron Holdings Limited,Ireland,http://www.collinssupervalu.com
CARA PHARMACY,Ireland,https://www.carapharmacy.com/
Sheridan Motor Group Limited,Ireland,http://www.sheridanwaterford.ie/
Joyce's Supermarket (Knocknacarra) Limited,Ireland,http://joycesupermarket.ie/
CLYDAVILLE INVESTMENTS LIMITED,Ireland,http://www.kilkennyshop.com/
Arzac Developments Limited,Ireland,http://www.pamelascott.com
GOLDEN DISC GROUP LIMITED,Ireland,http://www.goldendiscs.ie/
1&1 IONOS SE,Germany,http://farmaciaditurnonardo.it
A1 Telekom Austria Aktiengesellschaft,Austria,http://www.a1.net
ACCELERATE IT Consulting GmbH,Germany,http://www.accelerate.de
Accenture GmbH,Austria,www.accenture.com
Accenture Services GmbH,Germany,accenture.com
ACP Deutschland GmbH & Co. KG,Germany,www.acp-d.com
ACP IT Solutions GmbH,Austria,http://www.acp.at
adesso SE,Germany,http://www.adesso.de
Advanced UniByte GmbH,Germany,http://www.au.de
ahd GmbH & Co. KG,Germany,hellwegdata.de
ALSO Holding GmbH,Germany,also.com
Andritz AG,Austria,http://www.andritz.com
ANEXIA Internetdienstleistungs GmbH,Austria,https://www.anexia-it.com
Anyline GmbH,Austria,
arvato systems GmbH,Germany,arvato-systems.de
AS Computer GmbH,Germany,http://www.streng.de
Atos Information Technology GmbH,Germany,http://de.atos.net
Atos IT Solutions and Services GmbH,Austria,http://at.atos.net
Atos Medical GmbH,Germany,atosmedical.de
Austrian Airlines AG,Austria,http://www.austrian.com
AVL List GmbH,Austria,http://www.avl.com
AXIANS ICT Austria GmbH,Austria,http://www.axians.at
Bacher Systems EDV GmbH,Austria,http://www.bacher.at
BASF SE,Germany,basf.com
Bayer AG,Germany,www.bayer-gastronomie.de
BearingPoint GmbH,Germany,bearingpoint.com
Bechtle AG,Germany,bechtle.com
binary GmbH,Germany,http://www.binary.de
Bisping & Bisping GmbH & Co. KG,Germany,http://www.bisping.net
Boehringer Ingelheim International GmbH,Germany,http://www.boehringer-ingelheim.com
Bosch Rexroth AG,Germany,https://www.boschrexroth.com
CANCOM SE,Germany,cancom.de
CeMa GmbH,Germany,http://www.cema-maler-gmbh.de
Citycom Telekommunikation GmbH,Austria,http://www.citycom-austria.com
Cloudflight Austria GmbH,Austria,http://www.catalysts.cc
CNS Network GmbH,Germany,http://www.cns-network.de
CNT Management Consulting AG,Austria,http://www.cnt-online.com
Cognizant Technology Solutions GmbH,Germany,cognizant.com
combahton GmbH,Germany,
CompuGroup Medical SE,Germany,http://www.albis.de
CompuGroup Medical SE & Co. KGaA,Germany,http://www.albis.de
CONET Solutions GmbH,Germany,http://www.conet.de
Continental AG,Germany,http://report.conti-online.com
cortical.io AG,Austria,
COSMO CONSULT AG,Germany,http://www.tectura.com
Daimler AG,Germany,daimler.com
DATAGROUP SE,Germany,http://www.datagroup.de
Demando GmbH,Germany,
Detego GmbH,Austria,http://www.detego.com
DEUTSCHE BANK AG,Germany,deutsche-bank.de
Deutsche Glasfaser Business GmbH,Germany,deutsche-glasfaser.de
Deutsche Lufthansa AG,Germany,lufthansa.com
Deutsche Post AG,Germany,http://www.dpdhl.com
Deutsche Telekom AG,Germany,telekom.de
DFN GmbH,Germany,http://www.dfn-detektei.de
DVB Bank SE,Germany,www.dvbbank.com
Dynatrace Austria GmbH,Austria,http://www.dynatrace.com
EBCONT personnel services GmbH,Austria,http://www.ebcont-ps.com
elementmedia GmbH,Germany,http://www.sws-schwerte.de
EMARSYS eMarketing SystemsAG,Austria,http://www.emarsys.com
ennit server GmbH,Germany,ennit.de
Ensono GmbH,Germany,http://www.ensono.com
ESACOM GmbH,Germany,http://www.esacom-gmbh.de
EWE TEL GmbH,Germany,ewe.de
Fabasoft International Services GmbH,Austria,http://www.fabasoft.com
FH JOANNEUM Gesellschaft mbH,Austria,http://www.fh-joanneum.at
freenet Datenkommunikations GmbH,Germany,http://www.freenet.de
FREQUENTIS AG,Austria,http://www.frequentis.com
Fresenius SE & Co. KGaA,Germany,http://www.fresenius.de
Friedrich Karl Schroeder GmbH & Co. KG,Germany,http://www.fks.de
Fujitsu Technology Solutions GmbH,Germany,fujitsu.com
Gebrüder Weiss Gesellschaft m.b.H.,Austria,http://www.gw-world.com
GISA GmbH,Germany,gisa.de
Global Blue Service Company Austria GmbH,Austria,http://www.globalblue.com
Global Village GmbH,Germany,http://www.globvill.de
Globalways Managed Services GmbH & Co. KG,Germany,
Greentube Internet Entertainment Solutions GmbH,Austria,http://www.greentube.com
GRZ IT Center GmbH,Austria,http://www.grz.at
GTT GmbH,Germany,gtt.net
HeidelbergCement AG,Germany,http://www.heidelbergcement.com
heidelpay Group GmbH,Germany,https://www.heidelpay.group
HOST Europe GmbH,Germany,www.hosteurope.de
HRS GmbH,Germany,www.hrs.de
htp GmbH,Germany,htp.net
Humai Technologies GmbH,Austria,
Hutchison Drei Austria GmbH,Austria,http://www.drei.at
IBH IT-Service GmbH,Germany,https://www.ibh.de
IBM Deutschland GmbH,Germany,ibm.com
IKARUS Security Software GmbH,Austria,http://www.ikarus.at
INA-Holding Schaeffler GmbH & Co. KG,Germany,http://www.schaeffler.de
INFOTECH EDV-Systeme GmbH,Austria,http://www.infotech.at
Ing. Punzenberger Copa-Data GmbH,Austria,http://www.copadata.com
innoQ Deutschland GmbH,Germany,http://www.innoq.com
iNNOVO Cloud GmbH,Germany,innovo-cloud.de
IT-Company GmbH,Germany,
itelligence AG,Germany,itelligencegroup.com
iWelt AG,Germany,iwelt.de
JOANNEUM RESEARCH Forschungsgesellschaft mbH,Austria,www.joanneum.at
kabelplus GmbH,Austria,http://www.kabelplus.at
KAPSCH-Group Beteiligungs GmbH,Austria,http://www.kapsch.net
KEVAG Telekom GmbH.,Germany,kevag-telekom.de
Kienbaum und Partner GmbH,Germany,https://www.kienbaum.com
KMS Team GmbH,Germany,http://www.kms-team.com
KNAPP AG,Austria,http://www.knapp.com
LeitWerk AG,Germany,http://www.leitwerk.ws
Level 3 Communications Austria GmbH,Austria,
levigo systems gmbh,Germany,https://systems.levigo.de
LinzNet Internet Service Provider GmbH,Austria,http://www.linznet.at
LIWEST Kabelmedien GmbH,Austria,http://www.liwest.at
Lupus alpha Asset Management AG,Germany,http://www.lupusalfa.de
Magenta Telekom Infra GmbH,Austria,http://www.t-mobile.at
MAHLE GmbH,Germany,mahle.com
MASS Response Service GmbH,Austria,http://www.massresponse.com
McKinsey GmbH & Co. KG,Germany,http://www.mckinsey.de
MHP Software GmbH,Germany,http://www.mhp-net.de
Mittwald CM Service GmbH & Co. KG,Germany,http://www.mittwald.de
msg systems AG,Germany,msg-systems.com
MUENET GmbH,Germany,www.muenet.net
myLoc managed IT AG,Germany,myloc.de
Nagarro GmbH,Austria,http://www.nagarro.com
Nessus GmbH,Austria,http://www.nessus.at
net group Beteiligungen GmbH & Co. KG,Germany,http://www.netgroup-beteiligungen.de
NetCologne IT Services GmbH,Germany,http://www.Haubner.com
netcos GmbH,Germany,http://www.netcos.de
Netplans GmbH,Germany,http://www.netplans.de
NOVOMATIC AG,Austria,http://www.novomatic.com
NTT DATA Deutschland GmbH,Germany,http://nttdata.de
ÖBB-Infrastruktur Aktiengesellschaft,Austria,
OMV Aktiengesellschaft,Austria,http://www.omv.com
Österreichische Post Aktiengesellschaft,Austria,http://www.post.at
PALLAS CAPITAL Advisory AG,Austria,http://www.pallascapital.com
Plus.line AG,Germany,http://www.plusline.de
PlusServer GmbH,Germany,plusserver.com
Porsche Informatik Gesellschaft m.b.H.,Austria,http://www.porscheinformatik.at
Prodware Deutschland AG,Germany,http://www.prodware.de
PROFI Engineering Systems AG,Germany,profi-ag.de
Project A Services GmbH & Co. KG,Germany,project-a.com
PwC Solutions GmbH,Germany,pwc.de
Q_PERIOR AG,Germany,http://www.q-perior.com
Raiffeisen Bank International AG,Austria,http://www.rbinternational.com
Raiffeisen Informatik GmbH,Austria,http://www.raiffeiseninformatik.at
Raiffeisen Informatik GmbH & Co KG,Austria,https://www.raiffeiseninformatik.at
Red Bull GmbH,Austria,http://www.redbull.at
Reply AG,Germany,reply.com
retarus GmbH,Germany,retarus.com
REWE Digital GmbH,Germany,rewe-digital.com
Riedel Communications Austria GmbH,Austria,http://www.riedel.net
RobArt GmbH,Austria,http://www.robart.cc
ropa GmbH & Co. KG,Germany,http://www.ropa.de
Salzburg Research Forschungsgesellschaft m.b.H.,Austria,http://www.salzburgresearch.at
Samsung Electronics Holding GmbH,Germany,samsung.com
SAP SE,Germany,sap.com
ScanPlus GmbH,Germany,scanplus.de
Scheer GmbH,Germany,
Senacor Technologies AG,Germany,senacor.com
SHD System-Haus-Dresden GmbH,Germany,http://www.shd-online.de
Siemens AG,Germany,siemens.com
sipgate GmbH,Germany,https://www.sipgate.de
SITA Airport IT GmbH,Germany,http://www.sita-airport-it.aero
SkySystems IT GmbH,Germany,http://www.skysystems.it
SoftwareONE Deutschland GmbH,Germany,http://www.softwareone.com
SpaceNet AG,Germany,http://www.space.net
Stadt Wien,Austria,https://www.wien.gv.at
Stadtwerke Konstanz GmbH,Germany,stadtwerke-konstanz.de
Stiegeler Internet Service GmbH,Germany,stiegeler-shop.com
STRABAG SE,Austria,http://www.strabag.at
SVA System Vertrieb Alexander GmbH,Germany,enterprise-collaboration.de
T-Mobile Austria GmbH,Austria,http://www.t-mobile.at
TAL.DE Klaus Internet Service GmbH,Germany,http://www.tal.de
Talanx AG,Germany,talanx.com
Taylor Wessing International GmbH,Germany,taylorwessing.com
TECH MAHINDRA GmbH,Germany,
TELCAT MULTICOM GmbH,Germany,www.telcat.de
Telefónica Germany GmbH & Co. OHG,Germany,telefonica.de
Telekom Austria Aktiengesellschaft,Austria,http://www.a1.net
Tempo International GmbH,Germany,http://www.tempoaustralia.com.au
TIMEWARP IT Consulting GmbH,Austria,http://www.timewarp.at
TIMOCOM GmbH,Germany,timocom.de
tkrz Stadtwerke GmbH,Germany,stadtwerke-emsdetten.de
TMR - Telekommunikation Mittleres Ruhrgebiet GmbH,Germany,www.tmr.net
TMT GmbH & Co.KG,Germany,http://www.tmt.de
TNG Technology Consulting GmbH,Germany,http://www.tngtech.com
Treasury Intelligence Solutions GmbH,Germany,www.tis.biz
Tricentis GmbH,Austria,http://www.tricentis.com
TUI Business Services GmbH,Germany,
UniCredit Bank Austria AG,Austria,https://www.bankaustria.at
Uniper Global Commodities SE,Germany,eon.com
UNIQA Insurance Group AG,Austria,http://www.uniqa.at
unit-IT Dienstleistungs GmbH & Co KG,Austria,http://www.unit-it.at
Unitymedia Service GmbH,Germany,
VERBUND AG,Austria,http://www.verbund.com
VIENNA Beteiligungs GmbH,Austria,
vitroconnect GmbH,Germany,vitroconnect.de
Vodafone GmbH,Germany,http://www.vodafone-shops.de
Vodafone Group Services GmbH,Germany,http://www.vodafone.de
Vodafone Kabel Deutschland GmbH,Germany,
voestalpine Stahl GmbH,Austria,
VOLKSWAGEN AG,Germany,http://www.volkswagenag.com
VSE NET GmbH,Germany,vsenet.de
WEMACOM Telekommunikation GmbH,Germany,https://wemacom.de
WeXelerate GmbH,Austria,http://www.wexelerate.com
Wien Holding GmbH,Austria,http://www.wienholding.at
WIENER STÄDTISCHE VERSICHERUNG AG Vienna Insurance Group,Austria,http://www.wienerstaedtische.at
WienIT GmbH,Austria,http://www.wienit.at
WNT Telecommunication GmbH,Austria,http://www.wnt-telecom.net
www.funknetz.at LE GmbH,Austria,
XXXLutz KG,Austria,http://www.moemax.at
Zattoo Deutschland GmbH,Germany,zattoo.com
Zscaler Germany GmbH,Germany,zscaler.de
ABB Ltd,Switzerland,http://www.abb.com
Abraxas Informatik AG,Switzerland,www.abraxas.ch
Accenture AG,Switzerland,www.accenture.com
adesso Schweiz AG,Switzerland,www.adesso.ch
AdNovum Informatik AG,Switzerland,www.adnovum.ch
Akamai Technologies International AG,Switzerland,https://www.akamai.com/de
Alcon Switzerland SA - Pharmaceuticals ,Switzerland,www.alcon.com
Allianz Suisse Versicherungs-Gesellschaft AG,Switzerland,www.allianz.ch
Alpiq Holding AG,Switzerland,www.alpiq.ch
Ammann Group Holding AG,Switzerland,www.ammann-group.ch
Arbonia Solutions AG,Switzerland,http://www.arbonia.ch
Arcade Solutions AG,Switzerland,www.arcade.ch
Atos AG,Switzerland,http://ch.atos.net
Avaloq Evolution AG,Switzerland,https://www.avaloq.com
Axept Business Software AG,Switzerland,www.axept.ch
Axpo Solutions AG,Switzerland,www.axpo.com
Azienda elettrica ticinese,Switzerland,www.aet.ch
Bank Vontobel AG,Switzerland,http://www.vontobel.com
Beekeeper AG,Switzerland,http://www.beekeeper.io
BELIMO Automation AG,Switzerland,www.belimo.ch
Bitcoin Suisse AG,Switzerland,https://www.bitcoinsuisse.com
Board International SA,Switzerland,www.board.com
BOBST GROUP SA,Switzerland,https://www.bobst.com/
BSE Software GmbH,Switzerland,www.solnet.ch
Bucher Unipektin AG,Switzerland,www.bucherunipektin.com
Burckhardt Compression AG,Switzerland,https://www.burckhardtcompression.com/de/home-2/
Cyberlink AG,Switzerland,www.cyberlink.ch
Debiopharm International SA,Switzerland,www.debiopharm.com
Deloitte AG,Switzerland,https://www2.deloitte.com/ch/de.html
Die Mobiliar,Switzerland,https://www.mobiliar.ch/
Digitec Galaxus AG,Switzerland,www.galaxus.ch
DXC Technology Switzerland GmbH,Switzerland,https://dxc.com/us/en
DXT Commodities SA,Switzerland,https://www.dxtcommodities.com/
Endress+Hauser Group Services AG,Switzerland,www.ch.endress.com
Ente Ospedaliero Cantonale,Switzerland,http://www.eoc.ch
Ergon Informatik AG,Switzerland,www.ergon.ch
ERGONOMICS AG,Switzerland,www.ergonomics.ch
EveryWare AG,Switzerland,www.everyware.ch
F. Hoffmann-La Roche AG,Switzerland,www.roche.com
Firmenich International SA,Switzerland,www.enm-moving.ch
Frontify AG,Switzerland,https://www.frontify.com
Fürsorgestiftung der SABAG AG Biel und der SABAG Lausanne SA,Switzerland,
Galderma Pharma S.A.,Switzerland,https://www.galderma.com
gategroup Holding AG,Switzerland,www.gategourmet.com
Genossenschaft GGA Maur,Switzerland,www.gga.ch
GIA Informatik AG,Switzerland,www.gia.ch
GIB-Solutions AG,Switzerland,www.gib-solutions.ch
Gurit Holding AG,Switzerland,https://www.gurit.com
Hapimag AG,Switzerland,www.hapimag.com
Helvetia Packaging AG,Switzerland,www.helvepa.com
Hirslanden AG,Switzerland,https://www.hirslanden.com
Huber+Suhner AG,Switzerland,www.hubersuhner.ch
Implenia Schweiz AG,Switzerland,www.implenia.com
Improware AG,Switzerland,https://www.imp.ch
INFOGUARD AG,Switzerland,www.infoguard.ch
InfoSoft Systems AG,Switzerland,www.isg.ch
Insel Gruppe AG,Switzerland,http://www.inselgruppe.ch
Internet Services Inc,Switzerland,www.isi.ch
ITRIS One AG,Switzerland,www.itris-enterprise.ch
Iway AG,Switzerland,https://www.iway.ch
IWB Industrielle Werke Basel,Switzerland,www.iwb.ch
Kantonsspital Aarau AG,Switzerland,www.ksa.ch
KPMG AG,Switzerland,https://home.kpmg/
Leica Geosystems AG,Switzerland,www.leica-geosystems.com/
Leuchter IT Solutions AG,Switzerland,www.leuchterag.ch
Lonza Group AG,Switzerland,www.lonza.com
eManor AG,Switzerland,www.manor.ch
Medela AG,Switzerland,www.medela.ch
Mercuria Energy Group Holding SA,Switzerland,www.mercuria.com
Mettler-Toledo (Schweiz) GmbH,Switzerland,www.mt.com
mhs@internet ag,Switzerland,www.mhs.ch/
Migros Bank AG,Switzerland,www.migrosbank.com/
mobile4business AG,Switzerland,www.mobile4business.ch
mobilezone ag,Switzerland,www.mobilezone.ch
MSC Mediterranean Shipping Company SA,Switzerland,www.msc.com
Nestlé S.A.,Switzerland,www.nestle.com/
Netcetera AG,Switzerland,www.netcetera.com
"Netrics Zürich AG, Opfikon",Switzerland,www.netrics.ch
Netstream AG,Switzerland,www.netstream.ch/
Neue Zürcher Zeitung AG,Switzerland,www.nzz.ch
Nobel Biocare Services AG,Switzerland,www.nobelbiocare.com/
Novartis AG,Switzerland,www.novartis.com
Online Consulting AG,Switzerland,www.online.ch
Open Systems AG,Switzerland,www.open-systems.com/
PARALLELS International GmbH,Switzerland,www.parallels.com/
PATEK PHILIPPE SA,Switzerland,www.patek.com
Plesk International GmbH,Switzerland,www.plesk.com/
PwC Zurich,Switzerland,www.pwc.ch
Reichle & De-Massari AG,Switzerland,www.rdm.com
Richemont International SA,Switzerland,www.richemont.com
Roche Holding AG,Switzerland,www.roche.com
ROLEX SA,Switzerland,www.rolex.com
RONAL AG,Switzerland,www.ronalgroup.com
Sauter Building Control Schweiz AG,Switzerland,www.sauter-building-control.ch
Schweizerische Bundesbahnen AG,Switzerland,www.company.sbb.ch/de/ueber-die-sbb.html
Sport Network Solutions SA,Switzerland,www.scott-sports.com/ch/de/
Services industriels de Genève,Switzerland,ww2.sig-ge.ch/
SFS Group AG,Switzerland,www.sfs.com/
SICPA SA,Switzerland,www.sicpa.com
Sonova Gruppe,Switzerland,www.sonova.com/
STMicroelectronics International N.V.,Switzerland,www.st.com
Sulzer Management Ltd,Switzerland,www.sulzer.com
Sunrise UPC LLC,Switzerland,www.sunrise.ch
Swiss Life Holding AG,Switzerland,www.swisslife.ch
Swisscom AG,Switzerland,www.swisscom.ch
Wincasa AG,Switzerland,www.swisscom-immobilien.ch/de/home
Swisslog Holding AG,Switzerland,www.swisslog.com
SwissSign Group AG,Switzerland,www.swisssign-group.com/
SWITCH,Switzerland,www.switch.ch
Syngenta AG,Switzerland,www.syngenta.ch
TAG Heuer International SA,Switzerland,www.tagheuer.com
Tamedia Publikationen Deutschschweiz AG,Switzerland,www.tamedia.ch
TE Connectivity Solutions GmbH,Switzerland,www.te.com
Tecan Group AG,Switzerland,www.tecan.com
Tech Data (Schweiz) GmbH,Switzerland,www.techdata.com
u-blox AG,Switzerland,www.u-blox.com
UBS Group AG,Switzerland,www.ubsgroup.com/
UBS Switzerland AG,Switzerland,www.ubs.com
UMB AG,Switzerland,www.umb.ch
UBP SA - Headquarter,Switzerland,www.ubp.com
Sunrise UPC LLC,Switzerland,www.upc.ch
Vifor (International) AG,Switzerland,www.viforpharma.com
Webrepublic AG,Switzerland,www.webrepublic.com
WWZ Netze AG,Switzerland,www.wwz.ch
Zühlke Engineering AG,Switzerland,www.zühlke.com
Zürcher Kantonalbank,Switzerland,www.zkb.ch
Zurich Insurance Group AG,Switzerland,www.zurich.com
A.H. Meyer and Cie AG,Switzerland,
Actelion Ltd,Switzerland,
Adecco,Switzerland,
Aevis Victoria Holding SA,Switzerland,
Agrola AG,Switzerland,
Alcon,Switzerland,
Allreal Holding AG,Switzerland,
Alpiq Holding SA,Switzerland,
ALSO Holding AG,Switzerland,
Amag-Gruppe,Switzerland,
Ameropa Holding AG,Switzerland,
Arbonia AG,Switzerland,
Archroma Management GmbH,Switzerland,
Artemis Holding AG,Switzerland,
Aryzta AG,Switzerland,
Audemars Piguet and Cie SA,Switzerland,
Baloise Group,Switzerland,
Banque Cantonale Vaudoise,Switzerland,
Barry Callebaut,Switzerland,
Basler Kantonalbank,Switzerland,
Belimo Holding AG,Switzerland,
Bell Food Group AG,Switzerland,
Bertschi AG,Switzerland,
Bettermann AG,Switzerland,
BHP Billiton Group,Switzerland,
BKW AG,Switzerland,
BLS AG,Switzerland,
Bossard Holding AG,Switzerland,
Bucher Industries AG,Switzerland,
Bucherer AG,Switzerland,
Burckhardt Compression Holding AG,Switzerland,
Bystronic Laser AG,Switzerland,
Capri Sun Group Holding AG,Switzerland,
Cargill International SA,Switzerland,
Cargo24 AG,Switzerland,
Centralschweizerische Kraftwerke AG,Switzerland,
Ceva Logistics AG,Switzerland,
Chocolat Frey AG,Switzerland,
Chubb,Switzerland,
Clariant AG,Switzerland,
Colosseum Dental Group,Switzerland,
Compagnie Financière Richemont,Switzerland,
Competec Holding AG,Switzerland,
Conzzeta AG,Switzerland,
Coop Bau & Hobby,Switzerland,
Coop Mineraloel AG,Switzerland,
Coop-Gruppe,Switzerland,
Credit Suisse Group,Switzerland,
CSL Behring AG,Switzerland,
Dätwyler Holding AG,Switzerland,
Debrunner Koenig Holding AG,Switzerland,
Denner AG,Switzerland,
Die Schweizerische Post AG,Switzerland,
Dipl. Ing. Fust AG,Switzerland,
DKSH Holding AG,Switzerland,
Dormakaba Holding AG,Switzerland,
Dufry AG,Switzerland,
EDAG Engineering Group AG,Switzerland,
EFG International,Switzerland,
Egon Zehnder International AG,Switzerland,
Elektrizitätswerk der Stadt Zürich,Switzerland,
Elektrizitätswerke Kanton Zürich,Switzerland,
Emil Frey-Konzern,Switzerland,
Emmi AG,Switzerland,
EMS-Chemie Holding,Switzerland,
Endress + Hauser AG,Switzerland,
Energie 360 Grad AG,Switzerland,
Energiedienst Holding AG,Switzerland,
Ente Ospedaliero Cantonale EOC,Switzerland,
Estavayer Lait SA,Switzerland,
Eugster/Frismag AG,Switzerland,
EuroChem Group AG,Switzerland,
Feldschlösschen Getränke AG,Switzerland,
Fenaco Genossenschaft,Switzerland,
Ferring Pharmaceuticals SA,Switzerland,
Flughafen Zürich AG,Switzerland,
Forbo Holding AG,Switzerland,
Fracht-Gruppe,Switzerland,
Franke Group,Switzerland,
Frutiger Unternehmungen AG,Switzerland,
Galderma Holding SA,Switzerland,
Galenica AG,Switzerland,
Galliker Transport AG,Switzerland,
Garmin,Switzerland,
Gaznat SA,Switzerland,
Geberit,Switzerland,
Georg Fischer AG,Switzerland,
Givaudan,Switzerland,
Glencore International,Switzerland,
Glencore International AG,Switzerland,
Groupe E SA,Switzerland,
Gunvor SA,Switzerland,
Habasit AG,Switzerland,
Halter AG,Switzerland,
Hamilton Bonaduz AG,Switzerland,
Helvetia Holding,Switzerland,
Hero AG,Switzerland,
HG Commerciale,Switzerland,
Hilti Aktiengesellschaft,Switzerland,
Hipp Holding AG,Switzerland,
Hirslanden-Gruppe,Switzerland,
Hôpitaux Universitaires de Genève,Switzerland,
Hotelplan Holding AG,Switzerland,
HRS Holding AG,Switzerland,
Huber + Suhner AG,Switzerland,
Hupac SA,Switzerland,
IBSA Institut Biochimique SA,Switzerland,
Implenia AG,Switzerland,
Industrielle Werke Basel IWB,Switzerland,
Ineos Holdings AG,Switzerland,
Infinigate Holding AG,Switzerland,
Interdiscount,Switzerland,
ISS Schweiz AG,Switzerland,
Ivoclar Vivadent AG,Switzerland,
IWC International Watch Co. AG,Switzerland,
Jowa AG,Switzerland,
Julius Baer Group,Switzerland,
Jumbo AG,Switzerland,
Jungbunzlauer Suisse AG,Switzerland,
Jura Elektroapparate AG,Switzerland,
Kantonsspital St. Gallen,Switzerland,
Kantonsspital Thurgau,Switzerland,
Kantonsspital Winterthur,Switzerland,
Keytrade AG,Switzerland,
Kolmar Group AG,Switzerland,
Kudelski SA,Switzerland,
Kuehne & Nagel International,Switzerland,
Kühne + Nagel International AG,Switzerland,
LafargeHolcim,Switzerland,
Landi Schweiz AG,Switzerland,
Landis + Gyr Group AG,Switzerland,
Liebherr-International SA,Switzerland,
Lindt & Sprungli,Switzerland,
Logitech International SA,Switzerland,
Lonza Group,Switzerland,
Losinger Marazzi AG,Switzerland,
Luzerner Kantonalbank,Switzerland,
Luzerner Kantonsspital,Switzerland,
M + R Spedag Group AG,Switzerland,
Magazine zum Globus AG,Switzerland,
Manor AG,Switzerland,
Marti Holding AG,Switzerland,
Maus Frères SA,Switzerland,
Maxon Group,Switzerland,
Merbag Holding AG,Switzerland,
Mercuria Energy Trading SA,Switzerland,
MET Group,Switzerland,
Metall Zug-Gruppe,Switzerland,
Mettler-Toledo Logistik International GmbH,Switzerland,
Micarna SA,Switzerland,
Migrol AG,Switzerland,
Migrolino AG,Switzerland,
Migros-Konzern,Switzerland,
MIR Trade AG,Switzerland,
Mobilezone Holding AG,Switzerland,
Model Holding AG,Switzerland,
Montana Aerospace AG,Switzerland,
Montana Tech Components AG,Switzerland,
Montres Longines SA,Switzerland,
MSC Cruises SA,Switzerland,
MSC Mediterranean Shipping Company,Switzerland,
Nestlé,Switzerland,
Novartis,Switzerland,
OC Oerlikon Corporation AG,Switzerland,
Octapharma AG,Switzerland,
Omega SA,Switzerland,
Omya AG,Switzerland,
Orior AG,Switzerland,
Ospelt Food AG,Switzerland,
Partners Group Holding,Switzerland,
Pfister Arco Holding AG,Switzerland,
Phoenix Mecano AG,Switzerland,
Pilatus Flugzeugwerke AG,Switzerland,
Planzer Holding AG,Switzerland,
PostAuto Schweiz AG,Switzerland,
PostLogistics AG,Switzerland,
Primeo Energie-Gruppe,Switzerland,
Rational International AG,Switzerland,
Reichle and De-Massari Holding AG,Switzerland,
Repower AG,Switzerland,
Richemont,Switzerland,
Rieter Holding AG,Switzerland,
Ringier AG,Switzerland,
Romande Energie Holding SA,Switzerland,
Ronal Group,Switzerland,
Ruag Holding AG,Switzerland,
Sanitas Troesch AG,Switzerland,
Sauter Building Control AG,Switzerland,
Schindler Holding,Switzerland,
Schneider Electric Schweiz AG,Switzerland,
Schweiter Technologies AG,Switzerland,
Schweizerische Bundesbahnen,Switzerland,
Scott Sports SA,Switzerland,
Securitas AG,Switzerland,
Selecta AG,Switzerland,
SGS,Switzerland,
Sicpa Holding SA,Switzerland,
Siegfried Holding AG,Switzerland,
SIG Combibloc AG,Switzerland,
Sika AG,Switzerland,
SIX Group AG,Switzerland,
Socar Energy Trading SA,Switzerland,
SoftwareONE AG,Switzerland,
Solothurner Spitäler AG,Switzerland,
Sonova Holding,Switzerland,
Spaeter AG,Switzerland,
Spar Holding AG,Switzerland,
Spital Wallis,Switzerland,
SR Technics Switzerland AG,Switzerland,
SRG Radio- und Fernsehgesellschaft,Switzerland,
Stadler Rail AG,Switzerland,
Stäubli AG,Switzerland,
STMicroelectronics SA,Switzerland,
Straumann Holding AG,Switzerland,
Sulzer,Switzerland,
Swatch Group,Switzerland,
Swatch Group AG,Switzerland,
Swiss Automotive Group AG,Switzerland,
Swiss International Air Lines AG,Switzerland,
Swiss Krono Holding AG,Switzerland,
Swiss Prime Site,Switzerland,
Swiss Steel Holding,Switzerland,
Swisspor Holding AG,Switzerland,
Swissport International AG,Switzerland,
SwissRe,Switzerland,
TAG Heuer SA,Switzerland,
Tamoil S.A.,Switzerland,
TE Connectivity,Switzerland,
Temenos AG,Switzerland,
Tetra Laval International SA,Switzerland,
Tissot SA,Switzerland,
Transgourmet-Gruppe,Switzerland,
Transocean Ltd.,Switzerland,
Triumph Holding AG,Switzerland,
TX Group AG,Switzerland,
UNION BANCAIRE PRIVEE UBP SA,Switzerland,
Universitätsspital Basel,Switzerland,
Universitätsspital Zürich,Switzerland,
UPC Schweiz GmbH,Switzerland,
Valora Holding AG,Switzerland,
Varo Energy Holding SA,Switzerland,
VAT Group AG,Switzerland,
Vetropack Holding SA,Switzerland,
Vifor Pharma AG,Switzerland,
